Article ID,Article Title,Category,URL,Last Updated,Topics Covered,Content Type,Word Count,Has Screenshots,Content Hash
197,How to install the zBreviewboard extension on Chrome,zBreviewboard Extension10articles,https://help.zipboard.co/article/197-how-to-install-the-zbreviewboard-extension-on-chrome,2023-12-05,Categories,Guide,115,Yes,dce551f06d20427ed3b839f02acc8b12
114,How do I install zipBoard's Internet Explorer extension?,zBreviewboard Extension10articles,https://help.zipboard.co/article/114-how-do-i-install-zipboards-internet-explorer-extension,2023-12-05,Categories,Guide,142,Yes,cffb96cfee62d5bbdb1c5496d0a3a9e5
198,How to install the zBreviewboard extension on Firefox,zBreviewboard Extension10articles,https://help.zipboard.co/article/198-how-to-install-the-zbreviewboard-extension-on-firefox,2023-10-03,Categories,Guide,123,Yes,70523ca410d7bca6228e4b807d0cbbce
199,How to install the zBreviewboard extension on Internet Explorer/Safari,zBreviewboard Extension10articles,https://help.zipboard.co/article/199-how-to-install-the-zbreviewboard-extension-on-internet-explorer-or-safari,2023-10-03,Categories,Guide,161,Yes,9e148b4fc89dc7baf35c8556583626e8
288,Using zipBoard browser extension across a business account,zBreviewboard Extension10articles,https://help.zipboard.co/article/288-using-zipboard-browser-extension-across-a-business-account,2023-10-03,Categories,Guide,178,No,11bbc29539fdabc37aa6284b3f2928f9
260,How to install the zBreviewboard extension on Edge,zBreviewboard Extension10articles,https://help.zipboard.co/article/260-how-to-install-the-zbreviewboard-extension-on-edge,2023-10-03,Categories,Guide,113,Yes,3ab6b1a4b47482d85396ebe5fe241c1d
29,How Secure is my Data with zipBoard?,Data Security & Privacy3articles,https://help.zipboard.co/article/29-how-secure-is-my-data-with-zipboard,2023-12-28,"Related Articles, Categories",Guide,167,No,7ac1fcc5850f62b0ba94c010c9b59c83
262,How Secure is zipBoard?,Data Security & Privacy3articles,https://help.zipboard.co/article/262-how-secure-is-zipboard,2026-02-05,"🖥️ Enterprise-Grade Cloud Infrastructure, 📁 Data Encryption & Transmission, 🎯Access Controls& Internal Security",Guide,512,Yes,c9873e3b7ae5b444b916c575ca8cbf01
30,Does zipBoard Backup Data in Case of Emergency?,Data Security & Privacy3articles,https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency,2023-12-28,Categories,Guide,31,No,734542046abc375a6891ea56799e7d93
183,HTTP Status Codes,API Documentation11articles,https://help.zipboard.co/article/183-http-status-codes,2019-02-20,Categories,Guide,115,No,3d7555fb61e8a4f8811152de96e3ace7
181,API for Issues (Task),API Documentation11articles,https://help.zipboard.co/article/181-api-for-issues-task,2020-02-18,"Get Tasks, Create Tasks, Update Task",Guide,873,No,f08a2524f5eeb0efbd9b1ed84601d860
178,API for Project,API Documentation11articles,https://help.zipboard.co/article/178-api-for-project,2021-12-22,"Get Projects, Create Projects, Update Projects",Guide,827,No,bb7840580755f99a23f37d51bda73f54
180,API for Review Links,API Documentation11articles,https://help.zipboard.co/article/180-api-for-review-links,2025-01-21,"Get Review Links, Delete Review Link, Create Review Link",Guide,507,No,dfbd68f13e0e8ca8cf213fe7884d4409
237,API for Organization,API Documentation11articles,https://help.zipboard.co/article/237-api-for-organization,2021-05-25,"Get Organisation, Categories",Guide,193,No,6c72ea21c2a05885d3b44e8920d21fc9
240,Responses,API Documentation11articles,https://help.zipboard.co/article/240-responses,2020-02-18,"Get Responses, Create Rsponse, GEThttps://app.zipboard.co/api/v1/issues/responses/",Guide,595,No,9e6a39f3e6a630a94f61967d2d92ce58
312,Integrating the zipBoard API into User Application,API Documentation11articles,https://help.zipboard.co/article/312-integrating-the-zipboard-api-into-user-application,2023-10-03,"Typographic Convention, Data Inputs, Body:",Guide,874,No,03b5208cbea4c42a05773096c0ef5837
351,APIs for Custom Integration,API Documentation11articles,https://help.zipboard.co/article/351-apis-for-custom-integration,2023-10-03,"Integration Example, Categories",Guide,465,Yes,88b5da5eb5a9e8902ce8166cd7087378
179,API for Files (URL),API Documentation11articles,https://help.zipboard.co/article/179-api-for-files-url,2020-02-14,"Get Files, Create Files, Update Files",Guide,715,No,2e3e53b1093a08d596d97a4dd9573500
171,API Authentication and URI Structure,API Documentation11articles,https://help.zipboard.co/article/171-api-authentication-and-uri-structure,2023-11-16,"Related Articles, Categories",Guide,234,Yes,84d7318862280d4acc1b9be393928450
182,API for Issues (Feedback),API Documentation11articles,https://help.zipboard.co/article/182-api-for-issues-feedback,2019-04-23,"Get Feedback, Create Feedback, Update Feedback",Guide,683,No,74909182e16678bfb33fc435d0ac0688
237,API for Organization,Organization1article,https://help.zipboard.co/article/237-api-for-organization,2021-05-25,"Get Organisation, Categories",Guide,193,No,6c72ea21c2a05885d3b44e8920d21fc9
240,Responses,Responses1article,https://help.zipboard.co/article/240-responses,2020-02-18,"Get Responses, Create Rsponse, GEThttps://app.zipboard.co/api/v1/issues/responses/",Guide,595,No,9e6a39f3e6a630a94f61967d2d92ce58
5c6c64742c7d3a66e32ea80b/,Log In,Tasks1article,https://secure.helpscout.net/docs/5c6bb3d72c7d3a66e32e9dbf/article/5c6c64742c7d3a66e32ea80b/,N/A,Collecting andConnecting Dots,Guide,0,No,d41d8cd98f00b204e9800998ecf8427e
